PHONE,COLLEGE NAME,STATE,DISTRICT,MAIL ID,PHONE
1126,"BHARATH UNIVERSITY,SELAIYUR",Tamil Nadu,Chennai,office@bharathuniv.ac.in,
1127,DR. M G R Educational And Research Institute University,Tamil Nadu,Chennai,registrar@drmgrdu.ac.in,
1128,Dhanalakshmi College of Engineering,Tamil Nadu,Chennai,principal.dcengg@gmail.com,
1129,"HINDUSTAN INSTITUTE OF TECHNOLOGY & SCIENCE, CHENNAI",Tamil Nadu,Chennai,hetc@vsnl.com,
1130,Bharath Polytechnic College,Tamil Nadu,Chennai,office@bharathuniv.ac.in,
1131,Dr MGR University,Tamil Nadu,Chennai,registrar@drmgrdu.ac.in,
1132,"Arya Institute of Engineering & Technology, Kukas",Rajasthan,Jaipur,registrar@aietm.com,8432100111
1133,Agni college of technology,Tamil Nadu,Chennai,mail@act.edu.in,4432903293
1134,Yagyavalkya Institute of Technology (YIT),Rajasthan,Jaipur,"yitjpr@hotmail.com,",9314070598
1135,Chanakya Technical Campus,Rajasthan,Jaipur,chanakyaengineering@yahoo,1412970700
1136,Bharath Institute of Science and Technology,Tamil Nadu,Chennai,office@bharathuniv.ac.in,
1137,Karunya University,Tamil Nadu,Coimbatore,studentsection@karunya.edu,
1138,ANNAMALAI UNIVERSITY,Tamil Nadu,Cuddalore,auhscholarship@gmail.com,
1139,"Pee Gee Polytechnic college, Periyanahalli",Tamil Nadu,Dharmapuri,pee-gee_polytechnic@hotmail.com,
1140,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,Kanchipuram,director.et@srmuniv.ac.in,4427452270
1141,St. Josephs Residential School,Tamil Nadu,Kanchipuram,mail.sjrs@gmail.com,
1142,Hindustan Institute of Technology & Science,Tamil Nadu,Kanchipuram,registrar@hindustanuniv.ac.in,
1143,P.B. College of Engineering,Tamil Nadu,Kanchipuram,pbce@pbce.in,
1144,Bharath University,Tamil Nadu,Kanchipuram,office@bharathuniv.ac.in,
1145,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,Tamil Nadu,Kanchipuram,registrar@kanchiuniv.ac.in,
1146,Aarupadai Veedu Institute of Technology,Tamil Nadu,Kanchipuram,contactus@avit.ac.in,
1147,Dhanlakshmi Srinivasan College of Engg. & Tech,Tamil Nadu,Kanchipuram,dscet@yahoo.co.in,
1148,Hindustan University,Tamil Nadu,Kanchipuram,registrar@hindustanuniv.ac.in,
1149,"Archana Institute of Technology, Thimmapuram",Tamil Nadu,Krishnagiri,archnagroup2009@gmail.com,4343253668
1150,Madurai Kamaraj University,Tamil Nadu,Madurai,ramkrishod@mkuniversity,2458406
1151,Dhanlakshmi Srinivasan Engg. College,Tamil Nadu,Perambalur,dsengg_p829@yahoo.co.in,
1152,Vinayaka Missions University,Tamil Nadu,Salem,vmu@vinayakamission.com,
1153,SASTRA UNIVERSITY,Tamil Nadu,Thanjavur,admissions@sastra.edu,
1154,SHIVANI ENGINEERING COLLEGE,Tamil Nadu,Tiruchirappalli,shivani 844@gmail.com,2914308
1155,"DR. MGR EDUCATION & RESEARCH INSTITUTE, TIRUVALLUR",Tamil Nadu,Tiruvallur,contact@drmgrdu.ac.in,
1156,GRT Institute of Engineering and Technology,Tamil Nadu,Tiruvallur,info@grt.edu.in,
1157,S.R.I. Polytechnic college,Tamil Nadu,Tiruvannamalai,sricetcse@gmail.com,4183292881
1158,Sri Nandhanam College of Engineering & Technology,Tamil Nadu,Vellore,info@nandhanam.in,
1159,VIT UNIVERSITY,Tamil Nadu,Vellore,ugadmission@vit.ac.in,
1160,KALASALINGAM UNIVERSITY,Tamil Nadu,Virudhunagar,info@kalasalingam.ac.in,
1161,"National Institute of Technology, Agartala",Tripura,North Tripura,nitaaracademic@gmail.com,
1162,NIT AGARTALA,Tripura,West Tripura,nitadeanacademic@gmail.com,
1163,I.I.M.T. Medical college & Hospital,Uttar Pradesh,Agra,iimtgroup@gmail.com,
1164,Dayalbagh Educational Institute,Uttar Pradesh,Agra,admin@dei.ac.in,
1165,Dulari Devi Institute of Pharmacy,Uttar Pradesh,Aligarh,ddip.chandaus@rediffmail.com,0121-24057580
1166,zakir hussain college of engg & technology,Uttar Pradesh,Aligarh,tpo.zhcet@amu.ac.in,
1167,NIT Allahabad,Uttar Pradesh,Allahabad,secretary@mnnit.ac.in,
1168,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY ,ALLAHABAD (IIIT-A)",Uttar Pradesh,Allahabad,director@iiita.ac.in,
1169,University of Allahabad,Uttar Pradesh,Allahabad,registrar@allduniv.ac.in,
1170,Allahabad Agriculture Institute,Uttar Pradesh,Allahabad,registrar@shiats.edu.in,
1171,"SAM HIGGINBOTOM INSTITUTE OF AGRICULTURE, TECHNOLOGY & SCIENCE",Uttar Pradesh,Allahabad,registrar@shiats.edu.in,
1172,LDC INSTITUTE OF TECHNICAL STUDIES,Uttar Pradesh,Allahabad,info@ldcinstitute.com,
1173,Jahangirabad Institute of Technology (JIT),Uttar Pradesh,Barabanki,info@jit.edu.in,
1174,Future Institute of Engineering & Technology,Uttar Pradesh,Bareilly,fietbly@rediffmail.com,9012313333
1175,Invertis Institute of Engineering & Technology,Uttar Pradesh,Bareilly,info@invertis.org,
1176,Allahabad College of Engineering & Management,Uttar Pradesh,Fatehpur,ACEM_EDU@REDIFFMAIL.COM,991961455
1177,GNIT Girls Institute of Technology,Uttar Pradesh,Gautam Buddha N,ggairt@ggit.net.in,
1178,Heritage Institute of Hotel & Tourism,Uttar Pradesh,Agra,rajtomar.hiht@gmail.com,5622962415
1179,OM SAI INSTITUTE OF TECHNOLOGY &S CIENCE,Uttar Pradesh,Bagpat,directorosits@gmail.com,1212966064
1180,Swaraj Institute of Management & Technology,Uttar Pradesh,Allahabad,tosimtald@gmail.com,2542835
1181,Shri Krishna College of Engineering,Uttar Pradesh,Bagpat,info@skcp.in,2969066
1182,I.T.S Detal College Hospital and Research Center Knowledge Park Greater Noida,Uttar Pradesh,Gautam Buddha N,"gardentalgn@its.edu.in",0120-2481609
1183,APEEJAY INSTITUTE OF TECHNOLOGY (School of Management),Uttar Pradesh,Gautam Buddha N,agiat.rmgmtw@apj.edu,
1184,IMS-Design & Innovation Academy,Uttar Pradesh,Gautam Buddha N,ignafor @diaindia.co.in,
1185,Sarvottam Instititute of Technology & Management,Uttar Pradesh,Gautam Buddha N,rgeagristrar1sitm@gmail.com,9717621504
1186,"IIMT College of Engineering, Greater Noida",Uttar Pradesh,Gautam Buddha N,rgeagristrar_gn@gmail.com,1202475015
1187,Galgotias University,Uttar Pradesh,Gautam Buddha N,cgeaor@galgotiasuniversity.edu.in,
1188,"INSTITUTE OF MANAGEMENT STUDIES, NOIDA",Uttar Pradesh,Gautam Buddha N,ignafor @imsnoida.com,
1189,IEC COLLEGE OF ENGINEERING AND TECHNOLOGY,Uttar Pradesh,Gautam Buddha N,rgeagristrar@ieccollege.com,9818332793
1190,Sharda University,Uttar Pradesh,Gautam Buddha N,gaadrmission@sharda.ac.in,
1191,I.T.S Engineering College,Uttar Pradesh,Gautam Buddha N,rgeagristrar.ec@itc.edu.in,2331000
1192,Galgotia College of Engineering and Technology,Uttar Pradesh,Gautam Buddha N,Sguaprport@galgotiacollege.edu,
1193,Footwear Design & Development Institute (FDDI),Uttar Pradesh,Gautam Buddha N,cgoanrtact@fddiindia.com,
1194,SKYLINE INSTITUTE OF ENGINEERING & TECHNOLOGY,Uttar Pradesh,Gautam Buddha N,ignafor @skylineinstitute.com,2326203
1195,DIT School of Engineering,Uttar Pradesh,Gautam Buddha N,dgiatr@dignoida.edu.in,
1196,Amity University,Uttar Pradesh,Gautam Buddha N,gaadrmissions@amity.edu,
1197,IIMT College of Management,Uttar Pradesh,Gautam Buddha N,mgaaril@iimtindia.net,
1198,Noida International University,Uttar Pradesh,Gautam Buddha N,ignafor @niu.ac.in,
1199,KCC Institute of Technology & Management,Uttar Pradesh,Gautam Buddha N,dgiarrkccitm492@gmail.com,9911149692
1200,N.I.E.T Greater Noida,Uttar Pradesh,Gautam Buddha N,"agdamrission@niet.co.in",
1201,Aryan Institute of Technology,Uttar Pradesh,Ghaziabad,admissionaryans@gmail.com,
1202,"SRM University( NCR Campus), Modinagar",Uttar Pradesh,Ghaziabad,director@ncr.srmuniv.ac.in,
1203,K S Jain Institute of Engineering & Technology,Uttar Pradesh,Ghaziabad,ksjiet@rediffmail.com,9368226032
1204,MAHARAJA AGARSAIN INSTITUTE OF TECHNOLOGY,Uttar Pradesh,Ghaziabad,mait.mailgroup@gmail.com,
1205,"R. D. Engineering College (RDEC), Ghaziabad",Uttar Pradesh,Ghaziabad,info@rdec.in,
1206,Kedar Nath Ginni Devi Modi Engineering College,Uttar Pradesh,Ghaziabad,admissions@knmodifoundation.com,
1207,D. J. College of Engineering & Technology,Uttar Pradesh,Ghaziabad,director.djcet@gmail.com,1232325052
1208,HR GROUP OF INSTITUTE GHAZIABAD,Uttar Pradesh,Ghaziabad,admission2013@hrit.ac.in,
1209,Acme College of Engineering,Uttar Pradesh,Ghaziabad,acmece@gmail.com,293333
1210,MONAD UNIVERSITY,Uttar Pradesh,Ghaziabad,admissions@monad.edu.in,
1211,Institute of Technology and Science,Uttar Pradesh,Ghaziabad,itsmn@its.edu.in,
1212,Sree Bankey Bihari Dental College & Research Centre,Uttar Pradesh,Ghaziabad,sbbdentalcollegehospital@gmail.com,
1213,Devendra Singh Institute Of Technology and Management,Uttar Pradesh,Ghaziabad,director.dsitm@gmail.com,
1214,Institute of Professional Excellence & Management,Uttar Pradesh,Ghaziabad,info@ipemgzb.ac.in,1204174500
1215,Divya Jyoti College of Engineering & Technology,Uttar Pradesh,Ghaziabad,aarti.sharma@djengineering.org,
1216,Sri Ganpati Institute of Technology,Uttar Pradesh,Ghaziabad,info@sgit.ac.in,
1217,Vedant Institute of Management & Technology,Uttar Pradesh,Ghaziabad,info@vedant.edu.in,
1218,vivekanand institute of technology & science,Uttar Pradesh,Ghaziabad,"registrar@vitsgzb.com,director@vitsgzb.",
1219,Hi-Tech Institute of Engineering & Technology,Uttar Pradesh,Ghaziabad,director@hiet.org,
1220,ABES Engineering College,Uttar Pradesh,Ghaziabad,info@abes.ac.in,
1221,V B S Purvanchal University,Uttar Pradesh,Jaunpur,"ivnicfoe@chbaunncdeellkohr.avnbdsupnuiv@.ogrgm ,ail.com",
1222,Bundelkhand University,Uttar Pradesh,Jhansi,bhujhansi@up.nic.in,
1223,Maharaja Agrasen College of EngineeringTechnology,Uttar Pradesh,Jyotiba Phule Nag,rmacet493@gmail.com,9639001784
1224,D.N.S. College of Engineering & Technology,Uttar Pradesh,Jyotiba Phule Nag,rdnscollege256@gmail.com,
1225,Indraprastha Institute of Technology,Uttar Pradesh,Jyotiba Phule Nag,ripexeducation@rediffmail.com,
1226,PRANVEER SINGH ACADEMY OF TECHNOLOGY,Uttar Pradesh,Kanpur Dehat,connect@psit.ac.in,
1227,"IIT, Kanpur",Uttar Pradesh,Kanpur Nagar,head_ce@iitk.ac.in,
1228,Pranveer Singh Institute of Technology,Uttar Pradesh,Kanpur Nagar,director@psit.in,
1229,Naraina Vidyapeeth Engineering & Management,Uttar Pradesh,Kanpur Nagar,info@narainagroup.net,9918601145
1230,Krishna Institute of Technology,Uttar Pradesh,Kanpur Nagar,krishna.kiot@gmail.com,
1231,Chandra Sekhar Azad University of Agriculture & Technology,Uttar Pradesh,Kanpur Nagar,info@csauk.ac.in,
1232,AXIS INSTITUTE OF  TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,Kanpur Nagar,contact@axiscolleges.in,
1233,Maharana Pratap Engineering College,Uttar Pradesh,Kanpur Nagar,director.mpec@mpgi.in,
1234,AMITY UNIVERSITY UTTAR PRADESH LUCKNOW CAMPUS,Uttar Pradesh,Lucknow,admissionslko@amity.edu,
1235,"BABU BANARSI DAS INSTITUTE OF ENGINEERING TECHNOLOGY & RESEARCHCENTER",Uttar Pradesh,Lucknow,info@bbit.edu.in,
1236,"Indian Institute of Management, Lucknow",Uttar Pradesh,Lucknow,diroffice@iiml.ac.in,
1237,Dr M. C. Saxena College of Engineering & Technology,Uttar Pradesh,Lucknow,mcscet@redoffmail.com,
1238,Sanskriti Institute of  ManagementTechnology,Uttar Pradesh,Mathura,info@sanskriti.edu.in,5662308220
1239,Sachdeva institute of technology,Uttar Pradesh,Mathura,sit@sitmathura.org,
1240,"Tirthankar Mahabir University, College of Engineering, Bagarpur",Uttar Pradesh,Moradabad,dir.engg@tmu.ac.in,
1241,Moradabad Institute Of Technology,Uttar Pradesh,Moradabad,registrar@mitmoradabad.edu.in,
1242,Radha Govind Institutes of Technology,Uttar Pradesh,Moradabad,info@radhagovindinstitute.com,
1243,Institute of Foreign Trade and Management College Moradabad,Uttar Pradesh,Moradabad,directoriftm@hotmail.com,
1244,Kothiwal Dental College And Research Centre,Uttar Pradesh,Moradabad,kdc_rc@kothiwaldentalcollege.com,
1245,BANSAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,Uttar Pradesh,Meerut,bansaliet@rediffmail.com,9699721339
1246,IIMT ENGINEERING COLLEGE,Uttar Pradesh,Meerut,director_engg@iimtindia.n,1212793535
1247,Radha Govind Group Of Institutions,Uttar Pradesh,Meerut,info@rggi.edu.in,
1248,JP Institute of Hotel Management & Catering Technology,Uttar Pradesh,Meerut,jpihm@rediffmail.com,
1249,CERT COLLEGE,Uttar Pradesh,Meerut,cert_9@rediffmail.com,
1250,Shanti Institute Of Technology,Uttar Pradesh,Meerut,"info@shantiedu.com,",1212880041
1251,"INSTITUTE OF TECHNOLOGY AND MANAGEMENT,MEERUT",Uttar Pradesh,Meerut,itmmeerut@rediffmail.com,
1252,Meerut Institute of Technology,Uttar Pradesh,Meerut,contact@miet.ac.in,
1253,Kalka Engineering College,Uttar Pradesh,Meerut,alkagroup.meerut@yahoo.com,
1254,IIMT Management College,Uttar Pradesh,Meerut,mail@iimtindia.net,
1255,Bharat institute of technology,Uttar Pradesh,Meerut,dg@bitmeerut.edu.in,
1256,J.P. Institute of EngineeringTechnolog,Uttar Pradesh,Meerut,director@jpiet.com,1212623007
1257,Master School of Management,Uttar Pradesh,Meerut,info@msmindia.org,
1258,Institute of Engineering & Technology,Uttar Pradesh,Meerut,contact@miet.ac.in,
1259,"Rajiv Gandhi Institute of Petroleum Technology,Rae Bareli",Uttar Pradesh,RaeBareli,registrar@rgipt.ac.in,
1260,INDIRA GANDHI RASHTRIYA URAB AKADEMI,Uttar Pradesh,RaeBareli,sachintandon.moca@nic.in,
1261,INDIAN INSTITUTE OF CARPET TECHNOLOGY,Uttar Pradesh,Sant Ravidas Naga,registrar _iict1@yahoo.in,5414228404
1262,Sitapur Siksha Sansthan Group of Institutions,Uttar Pradesh,Sitapur,sssgi.query@gmail.com,
1263,"Sant kinaraam p.g college,robertsganj",Uttar Pradesh,Sonbhadra,skrmdc@gmail.com,
1264,Kamal Institute of Higher Education,Uttar Pradesh,Unnao,"kitmaneeshkumar@gmail.com,info@kitedu.org,    enquiry@kitedu.org",9918443311
1265,"Basant Kanya Mahavidyalaya, Varanasi",Uttar Pradesh,Varanasi,vkmdegree.college@gmail.com,
1266,Ambition Institute of Technology,Uttar Pradesh,Varanasi,ambitiontech.vns@gmail.com,
1267,Dewan v.s. institute of engg & tech,Uttar Pradesh,Meerut,info@dewaninstitutes.org,1212440315
1268,Neelkanth College of Engineering,Uttar Pradesh,Meerut,info@neelkanth.edu.in,2575185
1269,DEWAN INSTITUTE OF MANAGEMENT STUDIES,Uttar Pradesh,Meerut,info@dewaninstitutes.org,250103
1270,Neelkanth institute of engineering & technology,Uttar Pradesh,Meerut,info@neelkanth.edu.in,2575187
1271,Dewan v.s. institute of hotel management & catering technology,Uttar Pradesh,Meerut,info@dewaninstitutes.org,1212440315
1272,NEELKANTH INSTITUTE OF TECHNOLOGY,Uttar Pradesh,Meerut,info@neelkanth.edu.in,2575186
1273,Grace Institute for Advanced Studies,Uttar Pradesh,Unnao,graceinstituteuno@gmail.c,9919609458
1274,Sakshi Institute for Higher Studies,Uttar Pradesh,Unnao,Inquiresihs@gmail.com,9956599277
1275,Hastinapur Institute of Technology & Management,Uttar Pradesh,Meerut,infohitm@gmail.com,1233280910
1276,Arya Mahila P.G College,Uttar Pradesh,Varanasi,rd7@rediffmail.com,
1277,Vasanta College for Women,Uttar Pradesh,Varanasi,vasantakfi@rediffmail.co,5422441187
1278,DAV Post Graduate college,Uttar Pradesh,Varanasi,dav_degvns@sify.com,
1279,Phonics School of Engineering Roorkee,Uttarakhand,Haridwar,info@phonicsedu.com,
1280,INDIAN INSTITUTE OF TECHNOLOGY ROORKEE,Uttarakhand,Haridwar,regis@iitr.ernet.in,
1281,Roorkee College of Polytechnic Roorkee (RCP)- A,Uttarakhand,Haridwar,"info@rcpuniverse.com ,",01332 232 977
1282,Roorkee Institute Of Technology,Uttarakhand,Haridwar,info@ritroorkee.com,
1283,Institute of Technology Roorkee (ITR)  A,Uttarakhand,Haridwar,rcpuniverse09@gmail.com,
1284,Graphic Era Institute of Technology,Uttarakhand,Dehradun,registrar@geu.ac.in,
1285,College of Engineering Roorkee,Uttarakhand,Dehradun,coeradmin@coer.ac.in,
1286,ICFAI OR FACULTY OF SCIENCE AND TECHNOLOGY,Uttarakhand,Dehradun,admissions@iudehradun.edu.in,
1287,BFIT Technical Campus Dehradun,Uttarakhand,Dehradun,info@bfitdoon.com,
1288,JB Institute of Technology,Uttarakhand,Dehradun,info@jbitdoon.com,
1289,UNIVERSITY OF PETROLEUM & ENERGY STUDIES,Uttarakhand,Dehradun,SRDAS@UPES.AC.IN,
1290,"DIBNS, Dehradun",Uttarakhand,Dehradun,mail@dolphininstitute.in,
1291,UTTARANCHAL INSTITUTE OF TECHNOLOGY,Uttarakhand,Dehradun,uit@uttaranchaluniversity.ac.in,
1292,Shivalik College of Engineering,Uttarakhand,Dehradun,info@sce.org.in,
1293,Dehradoon Institute of Technology,Uttarakhand,Dehradun,"registrar@dituniversity.edu.in,dit@dituniversity.edu.in",
1294,"Dev Bhoomi Institute of Technology, Dehradun",Uttarakhand,Dehradun,hr_dbgi@rediffmail.com,1352694242
1295,Tulas Institute the Engineering & Management college,Uttarakhand,Dehradun,info@tulasinstitute.edu.in,
1296,"National Institute of Technology,Pauri Garhwal",Uttarakhand,Pauri Garhwal,nituttarakhand@gmail.com,
1297,Govind Ballabh Pant Engineering College,Uttarakhand,Pauri Garhwal,principal@gbpec.ac.in,
1298,Haldia Law College,West Bengal,West Medinipur,principal@hlc.in,
1299,Institute of Science & Technology,West Bengal,West Medinipur,director@istonline.org.in,
1300,Techno Global Balurghat,West Bengal,South Dinajpur,technoglobalbalurghat@gma,3522271101
1301,Footware DesignDevelopment Institute,West Bengal,South 24 Parganas,mblakra@fddiindia.com,9733467301
1302,Institute of Technology and Marine Engineering,West Bengal,South 24 Parganas,info@itmeindia.org,
1303,"Dream Institute Of Technology, Kolkata",West Bengal,South 24 Parganas,placement@dreaminstituteonline.com,
1304,Greater Kolkata College of EngineeringManagement,West Bengal,South 24 Parganas,info.gkcem@jisgroup.org,9433040407
1305,Adamas institute of technology,West Bengal,North 24 Parganas,ait@adamas.co.in,3364501430
1306,CAMELLIA INSTITUTE OF ENGINEERING,West Bengal,North 24 Parganas,dganguly1950@gmail.com,9007030136
1307,National Institute for the Orthpaedically Handicapped,West Bengal,North 24 Parganas,abhishekpmr@gmail.com,
1308,CAMELLIA INSTITUTE OF TECHNOLOGY,West Bengal,North 24 Parganas,director@camelliait.ac.in,
1309,B.P. Poddar Institute of Management and Technology,West Bengal,North 24 Parganas,info@bppimt.ac.in,
1310,Narula institute of technology,West Bengal,North 24 Parganas,info@nit.ac.in,
1311,Institute of Technology & Marine Engineering,West Bengal,North 24 Parganas,info@itmeindia.org,
1312,CAMELLIA SCHOOL OF ENGINEERING & TECHNOLOGY,West Bengal,North 24 Parganas,admin@cset.org.in,
1313,International Institute of Hotel Management,West Bengal,North 24 Parganas,admin@iihm.ac.in,
1314,Techno India College of Technology,West Bengal,North 24 Parganas,info@tict.edu.in,
1315,Institute of Hotel Mgt. Catering Technology & Applied Nutrition,West Bengal,North 24 Parganas,mail@ihmkolkata.org,
1316,Global Institute of ManagementTechnology,West Bengal,Nadia,Email:-admin@gimt-india.c,3472271211
1317,JIS College of Engineering,West Bengal,Nadia,principal_jisce@jisgroup.org,3325822865
1318,Bidhan Chandra Krishi Vishwavidyalaya,West Bengal,Nadia,deanofag.bckv@gmail.com,3325870551
1319,Dumkal Institute of Engineering,West Bengal,Murshidabad,dietnet@hotmail.com,
1320,"Dumkal Polytechnic, Basantpur",West Bengal,Murshidabad,polytechnicdumkal@yahoo.c,230899
1321,Techno India Banipur,West Bengal,North 24 Parganas,tiuhodconnects@gmail.com,9836544417
1322,IMPS College of Engineering & Technology,West Bengal,Malda,impscet@live.in,3512271555
1323,"College Of Engineering & Management, Kolaghat",West Bengal,East Medinipur,webmaster@cemk.ac.in,
1324,BIRBHUM INSTITUTE OF ENGINEERING & TECHNOLOGY,West Bengal,Birbhum,dir.biet@yahoo.com,9434558197
1325,"Vinaya-Bhavan,Visva-Bharati, Santiniketan",West Bengal,Birbhum,registrar@visva-bharati.ac.in,
1326,IGNOU Study Center,West Bengal,Birbhum,ignourd28@yahoo.com,
1327,aryabhatta institute of Eng & Mgm,West Bengal,Bardhaman,aiemdcode171@rediffmail.c,3432526415
1328,Paramedical College Durgapur,West Bengal,Bardhaman,info@paramedicalcollege.org,
1329,"NHIT ,Durgapur",West Bengal,Bardhaman,nhit@nhit.in,
1330,NSHM Knowledge Campus,West Bengal,Bardhaman,pratyush.kumar@nshm.com,3432533813
1331,Rajendra Nath College of Polytechnic,West Bengal,Bardhaman,admin@rpcollege.ind.in,
1332,KANAD INSTITUTE OF ENGINEERING AND MANEGEMENT,West Bengal,Bardhaman,kanadinstituteofengg@gmail.com,
1333,Kanksa Academi of Technology & management,West Bengal,Bardhaman,principal_katm@rediffmail.com,
1334,"Bengal College of Engineering for Womens, Durgapur",West Bengal,Bardhaman,principal@bcetw.ac.in,
1335,Burdwan University,West Bengal,Bardhaman,registrar@buruniv.ac.in,
1336,Institute of Engineering & Industrial Technology,West Bengal,Bardhaman,sanakaeducationaltrust@gmail.com,
1337,Durgapur Society of Management Science,West Bengal,Bardhaman,info@dsmsindia.com,
1338,N.S.H.M Academy Durgapur,West Bengal,Bardhaman,pratyush.kumar@nshm.com,
1339,DURGAPUR INSTITUTE OF MANAGEMENT AND SCIENCE,West Bengal,Bardhaman,contact@dims.ac.in,
1340,University institute of technology,West Bengal,Bardhaman,principal@uit.buruniv.ac,3422658776
1341,"Sanaka Educational Trust Group of Institutions, Durgapur",West Bengal,Bardhaman,"sanakaeducationaltrust@gmail.com,info@se",8348486328
"",,,,tgoi.com,
1342,NATIONAL SCHOOL OF MANAGEMENT STUDIES,West Bengal,Bardhaman,nsmsdc@gmail.com,
1343,Management Institute of Durgapur,West Bengal,Bardhaman,mid@rahul.ac.in,
1344,Gobindpur Sephali Memorial Polytechnic,West Bengal,Bardhaman,gsmpolytech@rediffmail.com,
1345,Camellia Institute of Engineering & Technology,West Bengal,Bardhaman,info@camelliagroup.in,
1346,"National Power Training Institute (NPTI), Durgapur",West Bengal,Bardhaman,info@nptidurgapur.com,
1347,ABS Academy of Polytechnic Sagarbhanga,West Bengal,Bardhaman,info@absacademy.com,
1348,Bankura Unnayani Institute of Engineering,West Bengal,Bankura,buie.bankura@gmail.com,
1349,ACADEMY OF TECHNOLOGY,West Bengal,Hooghly,academy@aot.edu.in,26840003
1350,HOOGHLY ENGINEERING & TECHNOLOGY COLLEGE (HETC),West Bengal,Hooghly,mail@hetc.ac.in,
1351,Supreme Knowledge Foundation Group Of Institutions,West Bengal,Hooghly,mankundu@skf.edu.in,3326831141
1352,SURENDRA INSTITUTE OF ENGINEERING AND MANAGEMENT,West Bengal,Darjeeling,siemslg@gmail.com,3532574687
1353,SILIGURI INSTITUTE OF TECHNOLOGY (T.I.G.),West Bengal,Darjeeling,sit99@rediffmail.com,3532778002
1354,"MCKV Institute of Enginering, Liluah",West Bengal,Howrah,mckvie@vsnl.net,3326549315
1355,Seacom Engineering College,West Bengal,Howrah,registrar@seacomengineeri,
1356,"Bengal EngineeringScience University,Shibpur",West Bengal,Howrah,director_rc@becs.ac.in,3326684561
1357,CALCUTTA INSTITUTE OF TECHNOLOGY,West Bengal,Howrah,cit@bciedu.co.in,26610736
1358,The Institution of Engineers,West Bengal,Kolkata,pe@ieindia.org,
1359,Goenka College of Commerce and Business Administration,West Bengal,Kolkata,info@goenkacollege.net,
1360,Bengal Institute of Technology,West Bengal,Kolkata,bitkolkata@yahoo.co.in,3323458004
1361,"Birla Institute of Technology, Extension Center Kolkata",West Bengal,Kolkata,bitkol@bitmesra.ac.in,
1362,Medical College Kolkata,West Bengal,Kolkata,prin_kmch@wbhealth.gov.in,
1363,Jadavpur University,West Bengal,Kolkata,registrar@admin.jdvu.ac.in,
1364,ANNEX COLLEGE,West Bengal,Kolkata,info@annexcollege.ac.in,
1365,Tecno India,West Bengal,Kolkata,tiuhodconnects@gmail.com,
1366,West Bengal University of Technology,West Bengal,Kolkata,partha@digitekindia.co.in,
1367,"Modern Institute of Engineering & Technology, Barol, Malipur",West Bengal,Hooghly,info@mietcollege.org,9836931253
1368,Haldia Institute of Technology,West Bengal,East Medinipur,admin@hithaldia.in,252900
1369,BENGAL INSTITUTE OF TECHNOLOGY & MANAGEMENT,West Bengal,Birbhum,director@bitm.org.in,9007030104
1370,Regent Education & Research Foundation,West Bengal,Kolkata,info@rerf.co.in,
1371,Swami Vivekananda Institute of Science & Technology,West Bengal,Kolkata,info@svist.org,8335043359
1372,"BIT,Kolkata",West Bengal,Kolkata,bitkol@bitmesra.ac.in,
1373,BUDGE BUDGE INSTITUTE OF TECHNOLOGY,West Bengal,Kolkata,contact@bbit.edu.in,
1374,RCC INSTITUTE OF INFORMATION TECHNOLOGY,West Bengal,Kolkata,administration@rcciit.org,
1375,Aliah University,West Bengal,Kolkata,infodesk@aliah.ac.in,
1376,Brainware Group of Institutions,West Bengal,Kolkata,info@brain-tech.org,
1377,DR. SUDHIR CHANDRA SUR DEGREE ENGINEERING COLLEGE & SPORTS COMPLEX,West Bengal,Kolkata,info@dsec.ac.in,
1378,CALCUTTA INSTITUTE OF ENGINEERING AND MANAGEMENT,West Bengal,Kolkata,principalciem@gmail.com,3324286365
1379,Vishva Bharti  University,West Bengal,Santiniketan,"info@visva-bharati.ac.in,vice-chancellor@visva-bharati.ac.in",
1380,ACN  COLLEGE OF ENGINEERING & MANAGEMENT STUDIES,Uttar Pradesh,Aligarh,acncemsaligarh@gmail.com,
1381,ADARSHA SCHOOL OF ENGINEERING & INTERNATIONAL POLYTECHNIC,Orissa,Angul,ace.angul@yahoo.com,
1382,AISHWARYA COLLEGE OF ENGINNERING & TECHNOLOGY,Tamil Nadu,Erode,acetdr@gmail.com,256533
1383,AISHWARYA POLYTECHNIC COLLEGE,Tamil Nadu,Erode,aishwaryapoly@gmail.com,
1384,APEX INSTITUTE OF TECHNOLOGY & MANAGEMENT,Orissa,Khordha,principal@apexorissa.com,2113236
1385,ARYAN INSTITUTE OF ENGINEERING AND TECHNOLOGY,Orissa,Cuttack,info@aryanpoly.ac.in,
1386,ASIA PACIFIC INSTITUTE OF INFORMATION TECHNOLOGY (APIIT),Haryana,Panipat,info@apiit.edu.in,
1387,AURANGABAD B.ED TRAINING COLLEGE,West Bengal,Murshidabad,secretary@abtcollege.com,
1388,"B.P PODDAR INSTITUTE OF MANAGEMENT AND TECHNOLOGY,KOLKATA",West Bengal,Kolkata,info@bppimt.ac.in,
